resource_id,fte_assigned,billable_hours,bench_time,overallocated
233,257.43,34,141.97,0
234,402.48,40,252.46,1
235,225.08,25,230.23,0
236,27.61,47,145.05,0
237,485.22,25,16.3,0
238,59.02,51,202.06,0
239,35.2,2,494.2,0
240,381.52,55,24.41,0
241,276.1,36,374.76,1
242,320.12,7,232.95,0
243,323.31,43,171.42,0
244,227.24,1,482.37,1
245,44.84,27,444.81,0
246,272.42,26,312.66,1
247,492.21,1,369.06,1
248,270.51,45,222.75,0
249,436.59,17,450.09,1
250,442.75,22,162.6,1
251,350.48,13,477.67,1
252,110.0,58,127.98,0
253,469.4,14,493.88,1
254,407.31,57,489.81,1
255,398.29,17,424.32,1
256,46.06,36,117.27,0
257,438.1,19,53.87,0
258,319.71,52,416.57,1
259,307.15,5,151.75,0
260,57.03,43,219.25,0
261,394.61,20,306.31,1
262,378.52,18,344.15,1
263,140.25,53,406.15,1
264,78.23,48,283.67,0
265,345.24,31,300.6,1
266,105.51,43,281.15,0
267,215.52,36,207.52,0
268,370.95,50,336.38,1
269,252.52,15,482.69,1
270,388.54,6,360.3,1
271,93.56,21,92.58,0
272,428.14,17,283.1,1
273,283.79,22,75.91,0
274,273.03,30,479.45,1
275,64.51,20,468.31,0
276,283.4,45,382.65,1
277,204.91,25,443.04,1
278,456.48,57,146.09,1
279,80.68,57,35.71,0
280,277.74,2,171.53,0
281,235.84,37,164.68,0
282,474.85,11,152.75,1
283,433.5,12,318.16,1
284,249.41,30,125.66,0
285,433.36,55,356.64,1
286,286.02,22,455.81,1
287,67.94,42,307.04,0
288,57.89,18,252.37,0
289,207.94,49,173.15,0
290,462.64,27,284.05,1
291,380.74,36,179.6,1
292,451.52,31,367.99,1
293,476.37,18,348.9,1
294,375.14,48,71.52,0
295,204.47,46,223.49,0
296,139.21,45,54.15,0
297,391.74,8,114.33,0
298,402.21,29,418.71,1
299,478.14,39,259.25,1
300,321.07,19,307.85,1
301,437.61,15,434.16,1
302,142.75,29,368.91,0
303,147.56,36,149.38,0
304,233.48,41,104.24,0
305,84.09,40,333.88,0
306,427.54,52,177.75,1
307,407.76,49,284.67,1
308,454.24,20,401.67,1
309,95.47,41,493.94,1
310,331.28,16,426.75,1
311,23.36,45,150.5,0
312,60.16,6,248.77,0
313,272.56,20,215.98,0
314,359.01,5,481.83,1
315,329.92,33,329.99,1
316,65.43,32,489.86,1
317,170.49,9,410.2,1
318,254.18,13,358.38,1
319,14.5,35,388.64,0
320,296.3,58,499.65,1
321,254.37,14,29.66,0
322,282.23,30,151.95,0
323,498.09,14,401.67,1
324,232.1,44,55.95,0
325,483.34,1,138.95,1
326,296.25,50,99.79,0
327,232.75,24,354.51,1
328,107.62,7,466.16,1
329,411.33,50,370.22,1
330,165.11,25,101.24,0
331,146.62,22,428.63,1
332,194.84,59,296.01,0
333,259.33,27,313.38,1
334,189.06,11,221.71,0
335,393.8,19,225.03,1
336,115.73,5,492.06,1
337,122.8,18,118.22,0
338,314.17,15,357.72,1
339,20.56,18,143.27,0
340,184.52,24,155.48,0
341,416.88,45,458.73,1
342,469.08,54,208.19,1
343,338.69,19,251.27,1
344,104.08,56,411.11,1
345,185.33,17,186.85,0
346,218.08,24,360.2,1
347,427.6,1,192.05,1
348,132.36,35,305.86,0
349,375.62,6,227.38,1
350,222.87,24,280.81,0
351,360.33,46,288.06,1
352,338.02,48,368.85,1
353,447.35,34,134.64,1
354,341.75,33,493.71,1
355,132.93,16,258.4,0
356,221.39,30,393.52,1
357,213.55,20,127.14,0
358,96.5,48,175.5,0
359,454.09,48,268.43,1
360,108.21,34,218.09,0
361,158.55,41,111.13,0
362,487.41,38,40.82,0
363,330.23,40,169.92,0
364,420.81,17,385.36,1
365,15.26,29,300.23,0
366,330.92,20,328.99,1
367,206.92,1,219.29,0
368,479.7,40,452.13,1
369,438.74,53,271.62,1
370,315.38,6,63.92,0
371,470.9,45,497.64,1
372,375.17,51,50.13,0
373,60.5,51,406.54,0
374,301.3,37,222.54,0
375,475.44,46,205.21,1
376,78.31,16,134.2,0
377,307.8,58,389.43,1
378,44.78,48,351.88,0
379,217.49,21,361.03,1
380,373.38,24,78.94,0
381,223.34,14,425.63,1
382,474.4,14,463.97,1
383,168.36,6,11.29,0
384,407.18,45,462.47,1
385,24.77,12,59.89,0
386,194.9,50,219.32,0
387,446.61,41,293.22,1
388,360.02,9,381.95,1
389,385.16,8,434.31,1
390,214.5,9,103.46,0
391,301.27,19,12.91,0
392,340.73,45,77.91,0
393,229.36,5,32.16,0
394,309.32,56,100.95,0
395,278.43,6,232.83,0
396,201.47,47,82.44,0
397,265.7,2,271.85,0
398,281.46,41,341.22,1
399,310.11,28,289.03,1
400,367.15,9,232.21,1
401,350.9,4,293.1,1
402,451.65,12,386.52,1
403,483.33,7,91.6,1
404,14.43,12,36.77,0
405,355.18,58,51.54,0
406,427.16,50,293.1,1
407,290.21,48,334.46,1
408,80.66,59,123.66,0
409,484.0,16,376.37,1
410,384.91,10,474.9,1
411,162.98,29,198.28,0
412,158.64,25,356.3,0
413,48.43,11,215.06,0
414,165.86,53,285.82,0
415,235.99,35,253.35,0
416,142.82,58,91.17,0
417,51.5,19,429.56,0
418,112.44,29,78.87,0
419,34.21,34,11.11,0
420,203.64,1,13.47,0
421,308.31,31,439.03,1
422,424.47,42,306.56,1
423,423.48,53,194.69,1
424,177.51,47,200.26,0
425,297.09,36,220.3,0
426,323.34,9,234.87,0
427,83.26,49,109.46,0
428,321.78,45,238.26,1
429,231.4,8,223.22,0
430,285.21,14,372.5,1
431,446.68,14,347.39,1
432,140.57,4,81.37,0
433,53.91,31,338.1,0
434,244.3,42,64.16,0
435,38.23,2,322.24,0
436,479.7,8,377.6,1
437,419.53,36,120.81,1
438,105.99,30,211.77,0
439,237.23,47,70.04,0
440,464.9,50,327.03,1
441,20.43,54,415.97,0
442,377.79,38,438.0,1
443,214.26,54,360.44,1
444,74.74,17,465.78,0
445,441.77,58,352.59,1
446,336.93,47,282.52,1
447,207.75,48,122.08,0
448,111.13,22,270.55,0
449,444.92,47,195.36,1
450,83.92,18,414.9,0
451,313.4,43,97.91,0
452,319.81,48,345.07,1
453,170.23,31,132.58,0
454,483.79,16,394.77,1
455,485.91,50,177.58,1
456,409.08,18,134.66,0
457,110.13,30,154.82,0
458,497.26,24,393.4,1
459,455.82,55,206.75,1
460,479.42,2,362.46,1
461,442.32,9,239.12,1
462,280.2,38,189.71,0
463,60.81,4,492.02,0
464,204.55,9,425.43,1
465,224.33,47,47.54,0
466,284.66,21,161.58,0
467,387.51,47,114.68,0
468,384.45,46,111.81,0
469,180.51,22,222.47,0
470,388.55,8,248.73,1
471,107.73,26,248.98,0
472,229.09,22,247.12,0
473,413.34,46,293.38,1
474,332.09,50,270.3,1
475,26.23,44,351.91,0
476,459.84,36,47.97,0
477,402.11,56,179.87,1
478,249.45,4,114.63,0
479,224.55,40,116.89,0
480,362.42,15,280.45,1
481,35.61,48,325.8,0
482,199.14,43,307.96,0
483,197.81,23,115.28,0
484,449.31,45,458.67,1
485,130.1,52,26.11,0
486,69.13,1,480.68,0
487,294.94,50,464.88,1
488,181.63,23,214.91,0
489,67.57,23,128.48,0
490,291.04,27,12.46,0
491,266.73,53,21.83,0
492,304.48,29,27.9,0
493,354.82,56,102.64,0
494,346.43,41,49.55,0
495,425.57,47,27.74,0
496,142.11,49,143.23,0
497,85.72,10,251.79,0
498,238.48,59,408.44,1
499,116.51,20,185.06,0
500,130.6,41,247.56,0
